InitTime
1738807462.357952
Timestamp,Sensor Data
0.8174147605895996,0
1.6183364391326904,0
2.4177396297454834,3
3.218297004699707,6
4.017573118209839,9
4.817950010299683,12
5.617792129516602,15
6.467710971832275,18
7.267561435699463,21
8.067981719970703,24
8.869080305099487,27
9.66879391670227,30
10.469228267669678,33
11.268643617630005,36
12.068739414215088,39
12.86847472190857,42
13.668650150299072,45
14.46904706954956,48
15.268488645553589,51
16.06925678253174,54
16.868938446044922,57
17.669286012649536,60
18.46926784515381,63
19.268528699874878,66
20.069141387939453,69
20.8693265914917,72
21.668867349624634,75
22.46915054321289,78
23.268986463546753,81
24.069220542907715,84
24.869205713272095,87
25.668554306030273,90
26.468663215637207,93
27.31880021095276,96
28.119035720825195,99
28.918379545211792,102
29.71868920326233,105
30.51908278465271,108
31.31913423538208,111
32.1183397769928,114
32.91946196556091,117
33.71849799156189,120
34.51857781410217,123
35.319124698638916,126
36.11852240562439,129
36.918341398239136,132
37.71885347366333,135
38.51864171028137,138
39.318997383117676,141
40.11919808387756,144
40.91840219497681,147
41.71883988380432,150
42.518133878707886,153
43.31877541542053,156
44.11905574798584,159
44.9181752204895,162
45.71878099441528,165
46.518680810928345,168
47.36926007270813,171
48.16862177848816,174
48.96833038330078,177
49.7685980796814,180
50.56850862503052,183
51.36892652511597,186
