InitTime
1738807462.5585525
Timestamp,Sensor Data
0.41707730293273926,159.93
1.2177393436431885,162.93
2.017157793045044,159.93
2.8177847862243652,157.93
3.6174330711364746,161.93
4.417161703109741,165.93
5.217498302459717,164.93
6.066855430603027,168.93
6.866825819015503,175.93
7.667661190032959,181.93
8.468051671981812,185.93
9.268364429473877,192.93
10.068068981170654,195.93
10.868698120117188,189.93
11.6683988571167,213.93
12.468617916107178,227.93
13.267649173736572,239.93
14.068780422210693,273.93
14.86852741241455,276.93
15.668446779251099,235.93
16.468576908111572,230.93
17.268274307250977,243.93
18.068588972091675,246.93
18.86841058731079,242.93
19.668574810028076,236.93
20.468368530273438,230.93
21.267982721328735,223.93
22.067936897277832,218.93
22.867924213409424,213.93
23.66857600212097,208.93
24.468789100646973,204.93
25.26814889907837,200.93
26.067996978759766,196.93
26.868401527404785,195.93
27.718526601791382,188.93
28.51829504966736,187.93
29.317835807800293,190.93
30.11872363090515,189.93
30.918165922164917,189.93
31.718373775482178,189.93
32.51874232292175,186.93
33.31829118728638,194.93
34.118420362472534,185.93
34.91794991493225,181.93
35.7178897857666,170.93
36.5185170173645,168.93
37.31854701042175,159.93
38.11812233924866,149.93
38.91854286193848,139.93
39.71875762939453,134.93
40.51869082450867,130.93
41.318697452545166,129.93
42.117716550827026,129.93
42.91826796531677,129.93
43.717650175094604,130.93
44.51835918426514,130.93
45.31757616996765,131.93
46.11835026741028,135.93
46.918437004089355,134.93
47.76812434196472,138.93
48.56810808181763,138.93
49.36849617958069,140.93
50.168400287628174,140.93
50.96824312210083,139.93
